state_code,house_unitPrice,lease_unitPrice,center,center_lat,center_lon,cit,dist,vil,restaurant
552726804,367500.0,965.0,"(24.99457376960226, 121.55229653273942)",24.994573769602262,121.55229653273943,台北市,文山區,興得里,85
552726805,418000.0,1159.5,"(24.99457376960226, 121.55683130475653)",24.994573769602262,121.55683130475651,台北市,文山區,興得里,113
552726806,434000.0,,"(24.99457376960226, 121.56136607677365)",24.994573769602262,121.56136607677364,台北市,文山區,興家里,56
552726807,358000.0,,"(24.99457376960226, 121.56590084879076)",24.994573769602262,121.56590084879076,台北市,文山區,木柵里,35
552726808,344000.0,,"(24.99457376960226, 121.57043562080787)",24.994573769602262,121.57043562080787,台北市,文山區,萬芳里,63
552726809,372000.0,1250.0,"(24.99457376960226, 121.574970392825)",24.994573769602262,121.574970392825,台北市,文山區,萬興里,102
552726810,376000.0,,"(24.99457376960226, 121.5795051648421)",24.994573769602262,121.57950516484209,台北市,文山區,萬興里,31
552726811,446500.0,,"(24.99457376960226, 121.58403993685921)",24.994573769602262,121.58403993685921,台北市,文山區,萬興里,5
552726812,604000.0,,"(24.99457376960226, 121.58857470887634)",24.994573769602262,121.58857470887634,台北市,文山區,萬興里,0
552726813,377000.0,,"(24.99457376960226, 121.59310948089345)",24.994573769602262,121.59310948089345,台北市,文山區,萬興里,0
552726814,498000.0,,"(24.99457376960226, 121.59764425291056)",24.994573769602262,121.59764425291056,台北市,文山區,政大里,0
552826817,441000.0,,"(24.999095628267042, 121.53607191102348)",24.99909562826704,121.53607191102348,台北市,文山區,萬和里,61
552826818,507000.0,1250.0,"(24.999095628267042, 121.54060387977192)",24.99909562826704,121.54060387977192,台北市,文山區,萬有里,205
552826819,549500.0,1150.0,"(24.999095628267042, 121.54513584852035)",24.99909562826704,121.54513584852036,台北市,文山區,興豐里,137
552826820,475500.0,972.0,"(24.999095628267042, 121.54966781726878)",24.99909562826704,121.54966781726877,台北市,文山區,興安里,72
552826821,514000.0,1018.5,"(24.999095628267042, 121.55419978601721)",24.99909562826704,121.55419978601721,台北市,文山區,興得里,119
552826822,456500.0,1000.0,"(24.999095628267042, 121.55873175476565)",24.99909562826704,121.55873175476565,台北市,文山區,興光里,99
552826823,483000.0,,"(24.999095628267042, 121.56326372351407)",24.99909562826704,121.56326372351408,台北市,文山區,萬美里,16
552826824,453500.0,,"(24.999095628267042, 121.5677956922625)",24.99909562826704,121.5677956922625,台北市,文山區,萬美里,4
552826825,516000.0,1017.0,"(24.999095628267042, 121.57232766101093)",24.99909562826704,121.57232766101092,台北市,文山區,萬芳里,14
552826826,429000.0,880.0,"(24.999095628267042, 121.57685962975935)",24.99909562826704,121.57685962975937,台北市,文山區,博嘉里,16
552826827,437000.0,902.5,"(24.999095628267042, 121.58139159850779)",24.99909562826704,121.5813915985078,台北市,文山區,萬興里,9
552826828,410000.0,900.0,"(24.999095628267042, 121.58592356725622)",24.99909562826704,121.58592356725622,台北市,文山區,萬興里,2
552826829,567000.0,,"(24.999095628267042, 121.59045553600465)",24.99909562826704,121.59045553600464,台北市,文山區,博嘉里,0
552826830,364500.0,950.0,"(24.999095628267042, 121.59498750475308)",24.99909562826704,121.59498750475308,台北市,文山區,博嘉里,0
552926833,423000.0,,"(25.00361748693183, 121.53593837381486)",25.00361748693183,121.53593837381484,台北市,文山區,萬和里,79
552926834,422000.0,627.5,"(25.00361748693183, 121.54046763531164)",25.00361748693183,121.54046763531164,台北市,文山區,萬祥里,92
552926835,456000.0,,"(25.00361748693183, 121.54499689680841)",25.00361748693183,121.54499689680841,台北市,文山區,興豐里,68
552926836,417000.0,1600.0,"(25.00361748693183, 121.5495261583052)",25.00361748693183,121.54952615830521,台北市,文山區,興旺里,56
552926837,445000.0,1440.0,"(25.00361748693183, 121.55405541980197)",25.00361748693183,121.55405541980195,台北市,文山區,興泰里,108
552926838,372000.0,,"(25.00361748693183, 121.55858468129875)",25.00361748693183,121.55858468129877,台北市,文山區,興昌里,86
552926839,382000.0,951.0,"(25.00361748693183, 121.56311394279554)",25.00361748693183,121.56311394279554,台北市,文山區,興昌里,3
552926840,431500.0,,"(25.00361748693183, 121.56764320429231)",25.00361748693183,121.56764320429231,台北市,文山區,萬美里,4
552926841,432000.0,1250.0,"(25.00361748693183, 121.5721724657891)",25.00361748693183,121.5721724657891,台北市,文山區,博嘉里,5
552926842,431000.0,785.0,"(25.00361748693183, 121.57670172728587)",25.00361748693183,121.57670172728588,台北市,文山區,博嘉里,7
552926843,287000.0,,"(25.00361748693183, 121.58123098878265)",25.00361748693183,121.58123098878264,台北市,文山區,博嘉里,9
552926844,584000.0,,"(25.00361748693183, 121.58576025027942)",25.00361748693183,121.58576025027942,台北市,文山區,博嘉里,1
552926845,362000.0,1153.0,"(25.00361748693183, 121.5902895117762)",25.00361748693183,121.5902895117762,台北市,文山區,博嘉里,0
553026848,524000.0,,"(25.008139345596614, 121.53376197659627)",25.00813934559661,121.53376197659628,台北市,文山區,萬年里,350
553026849,415500.0,,"(25.008139345596614, 121.53828862657585)",25.00813934559661,121.53828862657585,台北市,文山區,萬盛里,196
553026850,458000.0,,"(25.008139345596614, 121.54281527655542)",25.00813934559661,121.54281527655543,台北市,文山區,萬盛里,39
553026851,395500.0,,"(25.008139345596614, 121.54734192653498)",25.00813934559661,121.54734192653498,台北市,文山區,興旺里,18
553026852,436000.0,,"(25.008139345596614, 121.55186857651456)",25.00813934559661,121.55186857651456,台北市,文山區,興旺里,41
553026853,405000.0,,"(25.008139345596614, 121.55639522649413)",25.00813934559661,121.55639522649412,台北市,文山區,興泰里,50
553026854,465000.0,,"(25.008139345596614, 121.56092187647371)",25.00813934559661,121.56092187647371,台北市,文山區,興昌里,0
553026855,412000.0,,"(25.008139345596614, 121.56544852645328)",25.00813934559661,121.56544852645328,台北市,大安區,黎和里,2
553026856,474000.0,,"(25.008139345596614, 121.56997517643286)",25.00813934559661,121.56997517643286,台北市,文山區,博嘉里,1
553126862,633000.0,,"(25.0126612042614, 121.52954754970315)",25.0126612042614,121.52954754970315,台北市,中正區,水源里,359
553126863,503000.0,,"(25.0126612042614, 121.53407168362776)",25.0126612042614,121.53407168362776,台北市,中正區,水源里,579
553126864,954500.0,,"(25.0126612042614, 121.53859581755236)",25.0126612042614,121.53859581755236,台北市,大安區,學府里,210
553126865,859500.0,1214.0,"(25.0126612042614, 121.54311995147697)",25.0126612042614,121.54311995147695,台北市,大安區,學府里,29
553126867,685500.0,1666.0,"(25.0126612042614, 121.55216821932618)",25.0126612042614,121.55216821932619,台北市,大安區,學府里,47
553126868,598000.0,,"(25.0126612042614, 121.55669235325078)",25.0126612042614,121.5566923532508,台北市,大安區,黎元里,35
553126870,618500.0,,"(25.0126612042614, 121.56574062109999)",25.0126612042614,121.5657406211,台北市,信義區,黎安里,0
553226868,174000.0,,"(25.017183062926186, 121.49164762038903)",25.017183062926183,121.49164762038905,台北市,萬華區,華中里,9
553226870,352500.0,,"(25.017183062926186, 121.50069104652897)",25.017183062926183,121.50069104652896,台北市,萬華區,興德里,71
553226875,328500.0,,"(25.017183062926186, 121.5232996118788)",25.017183062926183,121.5232996118788,台北市,中正區,林興里,121
553226876,574000.0,,"(25.017183062926186, 121.52782132494876)",25.017183062926183,121.52782132494877,台北市,中正區,富水里,442
553226877,742000.0,,"(25.017183062926186, 121.53234303801874)",25.017183062926183,121.53234303801874,台北市,大安區,大學里,676
553226878,649000.0,,"(25.017183062926186, 121.5368647510887)",25.017183062926183,121.5368647510887,台北市,大安區,學府里,455
553226879,635500.0,1500.0,"(25.017183062926186, 121.54138646415866)",25.017183062926183,121.54138646415865,台北市,大安區,學府里,163
553226880,844500.0,,"(25.017183062926186, 121.54590817722863)",25.017183062926183,121.54590817722864,台北市,大安區,學府里,153
553226881,787000.0,1089.0,"(25.017183062926186, 121.5504298902986)",25.017183062926183,121.5504298902986,台北市,大安區,黎元里,157
553226882,682000.0,,"(25.017183062926186, 121.55495160336856)",25.017183062926183,121.55495160336856,台北市,大安區,黎孝里,180
553226883,448000.0,1333.0,"(25.017183062926186, 121.55947331643853)",25.017183062926183,121.55947331643853,台北市,大安區,黎和里,41
553226884,476000.0,1405.5,"(25.017183062926186, 121.56399502950849)",25.017183062926183,121.56399502950848,台北市,信義區,黎安里,12
553226885,508000.0,1227.0,"(25.017183062926186, 121.56851674257847)",25.017183062926183,121.56851674257848,台北市,信義區,泰和里,21
553226886,425000.0,1416.0,"(25.017183062926186, 121.57303845564843)",25.017183062926183,121.57303845564844,台北市,信義區,泰和里,6
553226887,515000.0,1414.0,"(25.017183062926186, 121.57756016871839)",25.017183062926183,121.57756016871842,台北市,信義區,六合里,1
553226888,496000.0,,"(25.017183062926186, 121.58208188178837)",25.017183062926183,121.58208188178837,台北市,信義區,六合里,0
553226889,427000.0,977.0,"(25.017183062926186, 121.58660359485833)",25.017183062926183,121.5866035948583,台北市,南港區,九如里,0
553226890,437000.0,962.0,"(25.017183062926186, 121.5911253079283)",25.017183062926183,121.5911253079283,台北市,南港區,九如里,0
553226892,487000.0,,"(25.017183062926186, 121.60016873406823)",25.017183062926183,121.60016873406825,台北市,南港區,九如里,0
553326882,387000.0,,"(25.02170492159097, 121.49242543599165)",25.021704921590967,121.49242543599165,台北市,萬華區,銘德里,73
553326883,430000.0,,"(25.02170492159097, 121.49694482315564)",25.021704921590967,121.49694482315563,台北市,萬華區,保德里,174
553326884,421000.0,772.0,"(25.02170492159097, 121.50146421031963)",25.021704921590967,121.50146421031964,台北市,萬華區,日祥里,115
553326885,843000.0,,"(25.02170492159097, 121.50598359748362)",25.021704921590967,121.50598359748362,台北市,萬華區,騰雲里,179
553326886,549000.0,1538.0,"(25.02170492159097, 121.51050298464762)",25.021704921590967,121.51050298464762,台北市,萬華區,騰雲里,62
553326888,461000.0,,"(25.02170492159097, 121.51954175897559)",25.021704921590967,121.5195417589756,台北市,中正區,網溪里,213
553326889,524500.0,1266.0,"(25.02170492159097, 121.52406114613959)",25.021704921590967,121.5240611461396,台北市,中正區,河堤里,352
553326890,509000.0,1280.0,"(25.02170492159097, 121.52858053330358)",25.021704921590967,121.52858053330358,台北市,大安區,古風里,593
553326891,632500.0,,"(25.02170492159097, 121.53309992046756)",25.021704921590967,121.53309992046756,台北市,大安區,大學里,691
553326892,498000.0,1166.0,"(25.02170492159097, 121.53761930763156)",25.021704921590967,121.53761930763157,台北市,大安區,龍門里,157
553326893,569000.0,1300.0,"(25.02170492159097, 121.54213869479555)",25.021704921590967,121.54213869479557,台北市,大安區,龍淵里,356
553326894,602000.0,1500.0,"(25.02170492159097, 121.54665808195955)",25.021704921590967,121.54665808195958,台北市,大安區,臥龍里,388
553326895,564000.0,1500.0,"(25.02170492159097, 121.55117746912353)",25.021704921590967,121.55117746912352,台北市,大安區,芳和里,386
553326896,750500.0,1500.0,"(25.02170492159097, 121.55569685628753)",25.021704921590967,121.55569685628751,台北市,信義區,黎平里,374
553326897,761000.0,,"(25.02170492159097, 121.56021624345152)",25.021704921590967,121.56021624345152,台北市,信義區,黎忠里,114
553326898,771500.0,,"(25.02170492159097, 121.5647356306155)",25.021704921590967,121.5647356306155,台北市,信義區,雙和里,193
553326899,656000.0,,"(25.02170492159097, 121.5692550177795)",25.021704921590967,121.5692550177795,台北市,信義區,泰和里,76
553326900,534000.0,,"(25.02170492159097, 121.57377440494349)",25.021704921590967,121.57377440494349,台北市,信義區,六合里,13
553326901,475000.0,,"(25.02170492159097, 121.57829379210749)",25.021704921590967,121.57829379210749,台北市,信義區,六合里,21
553326902,499000.0,,"(25.02170492159097, 121.58281317927147)",25.021704921590967,121.58281317927148,台北市,信義區,六合里,1
553326903,600000.0,1141.5,"(25.02170492159097, 121.58733256643546)",25.021704921590967,121.58733256643545,台北市,南港區,九如里,0
553326904,494500.0,,"(25.02170492159097, 121.59185195359946)",25.021704921590967,121.59185195359946,台北市,南港區,九如里,0
553326905,602000.0,,"(25.02170492159097, 121.59637134076344)",25.021704921590967,121.59637134076344,台北市,南港區,九如里,0
553426893,409500.0,1214.0,"(25.026226780255758, 121.48213394976086)",25.02622678025576,121.48213394976085,台北市,板橋區,港嘴里,0
553426894,440000.0,961.5,"(25.026226780255758, 121.48665110572605)",25.02622678025576,121.48665110572605,台北市,板橋區,振義里,2
553426895,381000.0,,"(25.026226780255758, 121.49116826169124)",25.02622678025576,121.49116826169123,台北市,萬華區,和德里,74
553426896,489000.0,1185.0,"(25.026226780255758, 121.49568541765642)",25.02622678025576,121.49568541765642,台北市,萬華區,忠德里,184
553426897,486000.0,1364.5,"(25.026226780255758, 121.5002025736216)",25.02622678025576,121.50020257362159,台北市,萬華區,全德里,194
553426898,601000.0,,"(25.026226780255758, 121.5047197295868)",25.02622678025576,121.5047197295868,台北市,萬華區,新和里,259
553426899,471000.0,,"(25.026226780255758, 121.50923688555199)",25.02622678025576,121.509236885552,台北市,中正區,永昌里,221
553426900,791000.0,1172.5,"(25.026226780255758, 121.51375404151717)",25.02622678025576,121.51375404151716,台北市,中正區,永功里,167
553426901,559000.0,935.0,"(25.026226780255758, 121.51827119748236)",25.02622678025576,121.51827119748236,台北市,中正區,螢圃里,421
553426902,709000.0,1464.0,"(25.026226780255758, 121.52278835344755)",25.02622678025576,121.52278835344757,台北市,中正區,板溪里,356
553426903,704000.0,1571.0,"(25.026226780255758, 121.52730550941273)",25.02622678025576,121.52730550941273,台北市,大安區,錦安里,718
553426904,730000.0,1538.0,"(25.026226780255758, 121.53182266537792)",25.02622678025576,121.53182266537792,台北市,大安區,龍坡里,677
553426905,709000.0,1176.0,"(25.026226780255758, 121.5363398213431)",25.02622678025576,121.53633982134309,台北市,大安區,龍門里,159
553426906,740000.0,1750.0,"(25.026226780255758, 121.5408569773083)",25.02622678025576,121.5408569773083,台北市,大安區,龍生里,390
553426907,652500.0,1500.0,"(25.026226780255758, 121.54537413327348)",25.02622678025576,121.54537413327348,台北市,大安區,群英里,544
553426908,739000.0,1250.0,"(25.026226780255758, 121.54989128923867)",25.02622678025576,121.54989128923869,台北市,大安區,全安里,602
553426909,671000.0,1474.5,"(25.026226780255758, 121.55440844520386)",25.02622678025576,121.55440844520386,台北市,大安區,法治里,730
553426910,715000.0,1500.0,"(25.026226780255758, 121.55892560116905)",25.02622678025576,121.55892560116905,台北市,信義區,景勤里,482
553426911,565500.0,1267.5,"(25.026226780255758, 121.56344275713423)",25.02622678025576,121.56344275713423,台北市,信義區,雙和里,411
553426912,732500.0,1339.0,"(25.026226780255758, 121.56795991309941)",25.02622678025576,121.5679599130994,台北市,信義區,三張里,193
553426913,765000.0,,"(25.026226780255758, 121.5724770690646)",25.02622678025576,121.5724770690646,台北市,信義區,六合里,48
553426914,682000.0,,"(25.026226780255758, 121.5769942250298)",25.02622678025576,121.5769942250298,台北市,信義區,六合里,28
553426915,586500.0,1454.0,"(25.026226780255758, 121.58151138099498)",25.02622678025576,121.58151138099498,台北市,信義區,松隆里,2
553426916,686500.0,,"(25.026226780255758, 121.58602853696017)",25.02622678025576,121.58602853696016,台北市,信義區,松隆里,1
553426917,708000.0,,"(25.026226780255758, 121.59054569292536)",25.02622678025576,121.59054569292536,台北市,南港區,九如里,0
553426918,712500.0,,"(25.026226780255758, 121.59506284889054)",25.02622678025576,121.59506284889055,台北市,南港區,九如里,0
553526907,496000.0,937.0,"(25.030748638920542, 121.48788025881211)",25.030748638920546,121.48788025881213,台北市,萬華區,華江里,10
553526908,477000.0,1100.0,"(25.030748638920542, 121.49239527805429)",25.030748638920546,121.49239527805427,台北市,萬華區,綠堤里,107
553526909,821500.0,1250.0,"(25.030748638920542, 121.49691029729647)",25.030748638920546,121.49691029729648,台北市,萬華區,雙園里,351
553526910,653000.0,1500.0,"(25.030748638920542, 121.50142531653863)",25.030748638920546,121.50142531653864,台北市,萬華區,頂碩里,332
553526911,767000.0,1216.0,"(25.030748638920542, 121.5059403357808)",25.030748638920546,121.50594033578079,台北市,中正區,廈安里,338
553526912,654500.0,994.0,"(25.030748638920542, 121.51045535502298)",25.030748638920546,121.51045535502298,台北市,中正區,龍光里,213
553526913,674500.0,1400.0,"(25.030748638920542, 121.51497037426516)",25.030748638920546,121.51497037426516,台北市,中正區,龍福里,266
553526914,710000.0,1367.0,"(25.030748638920542, 121.51948539350734)",25.030748638920546,121.51948539350735,台北市,中正區,南福里,457
553526915,631000.0,1500.0,"(25.030748638920542, 121.52400041274952)",25.030748638920546,121.52400041274952,台北市,大安區,錦泰里,422
553526916,804000.0,1541.5,"(25.030748638920542, 121.52851543199168)",25.030748638920546,121.52851543199169,台北市,大安區,永康里,643
553526917,683000.0,1500.0,"(25.030748638920542, 121.53303045123386)",25.030748638920546,121.53303045123387,台北市,大安區,福住里,359
553526918,715000.0,1437.0,"(25.030748638920542, 121.53754547047603)",25.030748638920546,121.53754547047606,台北市,大安區,龍圖里,158
553526919,701000.0,1500.0,"(25.030748638920542, 121.54206048971821)",25.030748638920546,121.54206048971821,台北市,大安區,龍圖里,517
553526920,744000.0,1400.0,"(25.030748638920542, 121.54657550896039)",25.030748638920546,121.5465755089604,台北市,大安區,龍雲里,737
553526921,772000.0,1459.5,"(25.030748638920542, 121.55109052820255)",25.030748638920546,121.55109052820258,台北市,大安區,義安里,835
553526922,714000.0,,"(25.030748638920542, 121.55560554744473)",25.030748638920546,121.55560554744473,台北市,大安區,通化里,884
553526923,760000.0,,"(25.030748638920542, 121.5601205666869)",25.030748638920546,121.56012056668689,台北市,信義區,景聯里,600
553526924,683000.0,1395.5,"(25.030748638920542, 121.56463558592908)",25.030748638920546,121.56463558592907,台北市,信義區,景新里,740
553526925,810500.0,1442.0,"(25.030748638920542, 121.56915060517126)",25.030748638920546,121.56915060517126,台北市,信義區,三犁里,399
553526926,748000.0,1455.0,"(25.030748638920542, 121.57366562441342)",25.030748638920546,121.57366562441341,台北市,信義區,三犁里,82
553526927,1004500.0,2312.0,"(25.030748638920542, 121.5781806436556)",25.030748638920546,121.57818064365559,台北市,信義區,松隆里,157
553526928,798500.0,,"(25.030748638920542, 121.58269566289778)",25.030748638920546,121.58269566289778,台北市,信義區,松隆里,10
553526929,851000.0,,"(25.030748638920542, 121.58721068213995)",25.030748638920546,121.58721068213995,台北市,信義區,中行里,2
553526931,502000.0,821.0,"(25.030748638920542, 121.59624072062431)",25.030748638920546,121.59624072062431,台北市,南港區,九如里,0
553526932,558000.0,,"(25.030748638920542, 121.60075573986647)",25.030748638920546,121.60075573986649,台北市,南港區,九如里,0
553626919,404000.0,1350.0,"(25.035270497585326, 121.48707825765948)",25.03527049758533,121.48707825765949,台北市,萬華區,華江里,2
553626920,334000.0,931.5,"(25.035270497585326, 121.4915912344331)",25.03527049758533,121.4915912344331,台北市,萬華區,華江里,45
553626921,503000.0,1100.0,"(25.035270497585326, 121.49610421120673)",25.03527049758533,121.49610421120673,台北市,萬華區,糖部里,272
553626922,350000.0,,"(25.035270497585326, 121.50061718798035)",25.03527049758533,121.50061718798037,台北市,萬華區,富民里,411
553626923,739000.0,,"(25.035270497585326, 121.50513016475398)",25.03527049758533,121.505130164754,台北市,萬華區,富福里,658
553626924,653500.0,1100.0,"(25.035270497585326, 121.5096431415276)",25.03527049758533,121.50964314152759,台北市,中正區,南門里,315
553626925,794000.0,1719.5,"(25.035270497585326, 121.51415611830124)",25.03527049758533,121.51415611830124,台北市,中正區,建國里,270
553626926,847000.0,1142.0,"(25.035270497585326, 121.51866909507487)",25.03527049758533,121.51866909507488,台北市,中正區,東門里,345
553626927,864000.0,1833.0,"(25.035270497585326, 121.5231820718485)",25.03527049758533,121.52318207184851,台北市,中正區,東門里,316
553626928,753500.0,1833.0,"(25.035270497585326, 121.52769504862212)",25.03527049758533,121.52769504862214,台北市,中正區,文祥里,456
553626929,807000.0,,"(25.035270497585326, 121.53220802539575)",25.03527049758533,121.53220802539578,台北市,中正區,三愛里,471
553626930,833000.0,1744.5,"(25.035270497585326, 121.53672100216937)",25.03527049758533,121.53672100216936,台北市,大安區,民炤里,135
553626931,835000.0,1253.5,"(25.035270497585326, 121.541233978943)",25.03527049758533,121.541233978943,台北市,大安區,和安里,473
553626932,749000.0,,"(25.035270497585326, 121.54574695571662)",25.03527049758533,121.54574695571662,台北市,大安區,仁慈里,1051
553626933,746000.0,1078.0,"(25.035270497585326, 121.55025993249026)",25.03527049758533,121.55025993249028,台北市,大安區,敦安里,1112
553626934,826000.0,1330.0,"(25.035270497585326, 121.55477290926389)",25.03527049758533,121.55477290926387,台北市,大安區,光信里,1342
553626935,849000.0,,"(25.035270497585326, 121.55928588603751)",25.03527049758533,121.55928588603751,台北市,信義區,西村里,670
553626936,697000.0,,"(25.035270497585326, 121.56379886281114)",25.03527049758533,121.56379886281114,台北市,信義區,西村里,1205
553626937,750000.0,1312.0,"(25.035270497585326, 121.56831183958477)",25.03527049758533,121.56831183958477,台北市,信義區,安康里,995
553626938,744000.0,1250.0,"(25.035270497585326, 121.57282481635839)",25.03527049758533,121.57282481635842,台北市,信義區,安康里,167
553626939,730000.0,1250.0,"(25.035270497585326, 121.57733779313202)",25.03527049758533,121.57733779313202,台北市,信義區,松友里,352
553626940,1015000.0,1500.0,"(25.035270497585326, 121.58185076990564)",25.03527049758533,121.58185076990564,台北市,信義區,松隆里,174
553626941,688000.0,1428.0,"(25.035270497585326, 121.58636374667927)",25.03527049758533,121.58636374667928,台北市,信義區,中行里,23
553626942,699000.0,,"(25.035270497585326, 121.59087672345291)",25.03527049758533,121.59087672345294,台北市,南港區,百福里,5
553626943,507000.0,,"(25.035270497585326, 121.59538970022653)",25.03527049758533,121.59538970022652,台北市,南港區,仁福里,0
553626944,594500.0,,"(25.035270497585326, 121.59990267700016)",25.03527049758533,121.59990267700016,台北市,南港區,新光里,0
553626945,348000.0,,"(25.035270497585326, 121.60441565377378)",25.03527049758533,121.60441565377378,台北市,南港區,九如里,0
553626946,355000.0,,"(25.035270497585326, 121.60892863054741)",25.03527049758533,121.60892863054741,台北市,南港區,九如里,1
553626947,334500.0,,"(25.035270497585326, 121.61344160732104)",25.03527049758533,121.61344160732105,台北市,南港區,九如里,6
553626949,213000.0,571.0,"(25.035270497585326, 121.62246756086829)",25.03527049758533,121.62246756086829,台北市,南港區,舊莊里,1
