state_code,house_unitPrice,lease_unitPrice,center,center_lat,center_lon,cit,dist,vil,km_x,km_y
554326996,717000.0,,"(25.066923508238826, 121.51940251855875)",25.066923508238826,121.51940251855875,台北市,大同區,斯文里,2771.75,13498.25
554326997,527000.0,1300.0,"(25.066923508238826, 121.52390382067267)",25.066923508238826,121.52390382067267,台北市,中山區,圓山里,2771.75,13498.75
554326998,520000.0,1250.0,"(25.066923508238826, 121.5284051227866)",25.066923508238826,121.5284051227866,台北市,中山區,新庄里,2771.75,13499.25
554326999,481000.0,2500.0,"(25.066923508238826, 121.53290642490052)",25.066923508238826,121.53290642490052,台北市,中山區,新喜里,2771.75,13499.75
554327000,555000.0,1195.0,"(25.066923508238826, 121.53740772701445)",25.066923508238826,121.53740772701445,台北市,中山區,行孝里,2771.75,13500.25
554327001,548500.0,,"(25.066923508238826, 121.54190902912838)",25.066923508238826,121.54190902912838,台北市,中山區,下埤里,2771.75,13500.75
554327002,523500.0,1137.5,"(25.066923508238826, 121.5464103312423)",25.066923508238826,121.5464103312423,台北市,松山區,民福里,2771.75,13501.25
554327003,493000.0,,"(25.066923508238826, 121.55091163335622)",25.066923508238826,121.55091163335622,台北市,松山區,精忠里,2771.75,13501.75
554327004,502500.0,,"(25.066923508238826, 121.55541293547014)",25.066923508238826,121.55541293547014,台北市,松山區,精忠里,2771.75,13502.25
554327005,567500.0,,"(25.066923508238826, 121.55991423758407)",25.066923508238826,121.55991423758407,台北市,松山區,精忠里,2771.75,13502.75
554327007,471500.0,,"(25.066923508238826, 121.56891684181191)",25.066923508238826,121.56891684181191,台北市,松山區,莊敬里,2771.75,13503.75
554327008,412000.0,1195.0,"(25.066923508238826, 121.57341814392584)",25.066923508238826,121.57341814392584,台北市,內湖區,湖元里,2771.75,13504.25
554327009,479000.0,1229.0,"(25.066923508238826, 121.57791944603977)",25.066923508238826,121.57791944603977,台北市,內湖區,湖元里,2771.75,13504.75
554327010,412000.0,,"(25.066923508238826, 121.5824207481537)",25.066923508238826,121.5824207481537,台北市,內湖區,湖元里,2771.75,13505.25
554327011,487000.0,,"(25.066923508238826, 121.58692205026762)",25.066923508238826,121.58692205026762,台北市,內湖區,湖元里,2771.75,13505.75
554327012,433000.0,,"(25.066923508238826, 121.59142335238154)",25.066923508238826,121.59142335238154,台北市,內湖區,寶湖里,2771.75,13506.25
554327013,501000.0,,"(25.066923508238826, 121.59592465449546)",25.066923508238826,121.59592465449546,台北市,內湖區,寶湖里,2771.75,13506.75
554327014,479000.0,,"(25.066923508238826, 121.60042595660939)",25.066923508238826,121.60042595660939,台北市,內湖區,寶湖里,2771.75,13507.25
